STN01,9999.997,5000.001,199.996
STN03,10067.273,5132.633,200.568
MR7005,10040.416,5041.897,198.931
MR7006,10048.983,5066.259,199.321
MR7007,10053.903,5086.310,199.644
MR7008,10065.844,5109.230,198.852
