STN7,10001.620,5670.363,208.592
MR7039,10004.066,5727.261,210.812
MR7040,9993.254,5740.239,212.790
MR7041,9976.865,5751.468,214.953
MR7042,9971.909,5770.956,217.832
MR7043,9977.117,5789.383,220.020
MR7044,9986.812,5807.509,221.902
MR7045,9991.472,5826.725,224.699
MR7046,9996.141,5844.089,228.385
MR7047,10000.744,5864.395,234.021
