STN02,911.072,4874.049,204.600
TLBM,1034.268,5009.402,200.581
TL02,1013.923,5011.326,198.268
TL03,998.149,4998.867,198.188
TL04,985.453,4983.520,197.452
TL05,972.488,4968.066,196.272
TL06,961.506,4955.652,194.797
