STN02,10048.329,5071.264,201.602
STN04,10068.802,5207.647,197.377
MR7008,10065.842,5109.230,198.854
MR7009,10067.322,5129.241,198.923
MR7010,10069.090,5153.543,198.645
MR7011,10070.114,5177.944,197.595
