STN04,10068.800,5207.647,197.370
STN06,10023.138,5538.803,203.471
MR7015,10066.558,5259.923,194.363
MR7016,10086.572,5281.843,193.200
MR7017,10088.459,5302.810,192.671
MR7018,10083.207,5323.269,192.619
MR7019,10077.138,5343.780,192.825
MR7020,10069.937,5363.491,193.542
MR7021,10061.440,5382.705,194.642
MR7022,10052.037,5401.540,196.069
MR7023,10041.682,5429.557,197.605
