STN03,10067.275,5132.633,200.565
STN05,10063.996,5367.700,195.709
MR7011,10070.114,5177.945,197.593
MR7012,10069.594,5203.141,196.070
MR7013,10069.536,5217.885,195.018
MR7014,10069.319,5238.181,194.572
MR7015,10066.555,5259.924,194.363
