STN06,10023.138,5538.804,203.470
STN08,9980.355,5779.767,220.295
MR7032,9999.939,5599.184,204.359
MR7033,9985.755,5617.148,205.946
MR7034,9981.048,5634.958,207.076
MR7035,9975.945,5655.312,208.480
MR7036,9971.419,5674.848,209.353
MR7037,9985.053,5699.374,209.130
MR7038,9996.970,5711.213,209.742
MR7039,10004.066,5727.262,210.811
