STN05,10063.998,5367.701,195.704
STN07,10001.621,5670.364,210.157
MR7023,10041.685,5429.556,197.605
MR7024,10034.938,5448.114,197.919
MR7025,10030.748,5466.719,198.250
MR7026,10026.411,5485.609,198.836
MR7027,10022.494,5504.713,199.825
MR7028,10020.645,5524.223,200.696
MR7029,10023.560,5540.821,201.810
MR7030,10013.730,5559.924,202.416
MR7031,10006.348,5580.946,203.306
MR7032,9999.942,5599.185,204.360
