UID,Point_ID,Easting,Northing,Elevation,Timestamp,STN_Easting,STN_Northing,STN_Height,STN_Elevation,Target_Height,Horizontal_Angle,Vertical_Angle,Slope_Distance,Horizontal_Dist,Prism_Constant,Height_Diff
MR6_MR9056_2,MR9056,984.563,4983.379,197.437,12:32,,,,,1.543,"222° 53' 06""","092° 34' 27""",22.706,22.683,0,2.563
MR6_MR9057_1,MR9057,996.217,5000.322,198.362,12:33,,,,,1.543,"274° 52' 09""","091° 26' 19""",3.798,3.797,0,1.638
MR6_MR9057_2,MR9057,996.217,5000.323,198.361,12:33,,,,,1.543,"094° 52' 23""","268° 33' 31""",3.798,3.797,0,1.639
MR6_MR9058_1,MR9058,1007.796,5017.285,199.255,12:34,,,,,1.543,"204° 16' 41""","272° 24' 34""",18.978,18.962,0,0.745
MR6_MR9058_2,MR9058,1007.796,5017.284,199.254,12:34,,,,,1.543,"024° 16' 40""","087° 35' 32""",18.978,18.961,0,0.746
MR6_MR9059_1,MR9059,1012.081,5056.684,201.059,12:36,,,,,1.543,"012° 01' 55""","087° 25' 45""",58.015,57.957,0,1.059
MR6_MR9059_2,MR9059,1012.084,5056.683,201.066,12:36,,,,,1.543,"192° 02' 03""","272° 34' 39""",58.015,57.957,0,1.066
MR6_MR9060_1,MR9060,1022.775,5064.848,201.675,12:37,,,,,1.543,"199° 21' 04""","272° 40' 48""",68.806,68.731,0,1.675
MR6_MR9060_2,MR9060,1022.775,5064.848,201.669,12:37,,,,,1.543,"019° 21' 06""","087° 19' 27""",68.806,68.731,0,1.669
MR6_MR9060_3,MR9060,1022.774,5064.849,201.668,12:37,,,,,1.543,"019° 21' 02""","087° 19' 30""",68.806,68.731,0,1.668
MR6_MR9060_4,MR9060,1022.775,5064.848,201.675,12:38,,,,,1.543,"199° 21' 06""","272° 40' 48""",68.806,68.731,0,1.675
,MR7,,,,,1000.000,5000.000,0.000,200.000,,,,,,,
MR7_7_1,7,,,,12:49,,,,,0.000,"360° 00' 00""","073° 02' 15""",,,0,
MR7_MR9060_1,MR9060,1042.178,5044.511,195.927,12:49,,,,,1.543,"043° 27' 29""","092° 21' 48""",61.373,61.321,0,4.073
MR7_MR9060_2,MR9060,1042.178,5044.512,195.929,12:50,,,,,1.543,"223° 27' 28""","267° 38' 21""",61.373,61.321,0,4.071
MR7_MR9060_3,MR9060,1042.177,5044.512,195.929,12:50,,,,,1.543,"223° 27' 27""","267° 38' 21""",61.373,61.321,0,4.071
MR7_MR9060_4,MR9060,1042.178,5044.511,195.923,12:50,,,,,1.543,"043° 27' 31""","092° 22' 01""",61.373,61.321,0,4.077
MR7_MR9061_1,MR9061,1023.530,5034.687,196.350,12:50,,,,,1.543,"034° 09' 02""","092° 52' 40""",41.968,41.915,0,3.650
MR7_MR9061_2,MR9061,1023.530,5034.687,196.353,12:50,,,,,1.543,"214° 09' 05""","267° 07' 34""",41.968,41.915,0,3.647
MR7_MR9062_1,MR9062,1007.688,5026.411,196.653,12:51,,,,,1.543,"196° 13' 50""","266° 14' 49""",27.566,27.507,0,3.347
MR7_MR9062_2,MR9062,1007.688,5026.411,196.651,12:51,,,,,1.543,"016° 13' 51""","093° 45' 23""",27.566,27.507,0,3.349
MR7_MR9063_1,MR9063,989.027,5016.674,196.846,12:52,,,,,1.543,"326° 39' 04""","094° 36' 50""",20.026,19.961,0,3.154
MR7_MR9063_2,MR9063,989.027,5016.674,196.847,12:52,,,,,1.543,"146° 39' 02""","265° 23' 22""",20.026,19.961,0,3.153
MR7_MR9064_1,MR9064,973.150,5008.744,197.410,12:52,,,,,1.543,"108° 02' 19""","267° 52' 32""",28.258,28.238,0,2.590
MR7_MR9064_2,MR9064,973.150,5008.744,197.408,12:52,,,,,1.543,"288° 02' 18""","092° 07' 39""",28.257,28.238,0,2.592
MR7_MR9065_1,MR9065,954.697,4999.795,198.858,12:53,,,,,1.543,"269° 44' 28""","089° 29' 37""",45.305,45.303,0,1.142
MR7_MR9065_2,MR9065,954.698,4999.796,198.862,12:53,,,,,1.543,"089° 44' 33""","270° 30' 45""",45.305,45.303,0,1.138
MR7_MR9066_1,MR9066,936.193,4990.794,200.099,12:54,,,,,1.543,"081° 47' 24""","271° 27' 30""",64.489,64.468,0,0.099
MR7_MR9066_2,MR9066,936.193,4990.793,200.093,12:54,,,,,1.543,"261° 47' 22""","088° 32' 48""",64.489,64.468,0,0.093
MR7_MR9067_1,MR9067,916.870,4981.249,201.589,12:55,,,,,1.543,"257° 17' 21""","087° 53' 43""",85.276,85.219,0,1.589
MR7_MR9067_2,MR9067,916.870,4981.250,201.598,12:55,,,,,1.543,"077° 17' 24""","272° 06' 38""",85.276,85.219,0,1.598
MR7_MR9067_3,MR9067,916.870,4981.252,201.598,12:55,,,,,1.543,"077° 17' 26""","272° 06' 39""",85.276,85.218,0,1.598
MR7_MR9067_4,MR9067,916.870,4981.248,201.590,12:55,,,,,1.543,"257° 17' 18""","087° 53' 42""",85.276,85.219,0,1.590
,MR8,,,,,1000.000,5000.000,0.000,200.000,,,,,,,
MR8_8_1,8,,,,13:00,,,,,0.000,"360° 00' 00""","086° 57' 33""",,,0,
MR8_MR9067_1,MR9067,1065.923,5008.577,191.474,13:01,,,,,1.543,"082° 35' 15""","095° 59' 48""",66.844,66.479,0,8.526
MR8_MR9067_2,MR9067,1065.923,5008.578,191.479,13:01,,,,,1.543,"262° 35' 12""","264° 00' 26""",66.844,66.479,0,8.521
MR8_MR9067_3,MR9067,1065.924,5008.576,191.479,13:01,,,,,1.543,"262° 35' 18""","264° 00' 27""",66.845,66.479,0,8.521
MR8_MR9067_4,MR9067,1065.923,5008.576,191.474,13:01,,,,,1.543,"082° 35' 16""","095° 59' 47""",66.845,66.479,0,8.526
MR8_MR9068_1,MR9068,1048.563,5018.569,193.147,13:01,,,,,1.543,"069° 04' 28""","095° 49' 55""",52.263,51.993,0,6.853
MR8_MR9068_2,MR9068,1048.564,5018.570,193.151,13:01,,,,,1.543,"249° 04' 26""","264° 10' 21""",52.263,51.993,0,6.849
MR8_MR9069_1,MR9069,1031.722,5028.879,194.892,13:02,,,,,1.543,"227° 41' 10""","265° 14' 57""",43.046,42.898,0,5.108
MR8_MR9069_2,MR9069,1031.722,5028.878,194.888,13:02,,,,,1.543,"047° 41' 11""","094° 45' 22""",43.046,42.898,0,5.112
MR8_MR9070_1,MR9070,1013.542,5039.549,196.851,13:03,,,,,1.543,"018° 54' 04""","092° 12' 03""",41.834,41.804,0,3.149
MR8_MR9070_2,MR9070,1013.542,5039.550,196.853,13:03,,,,,1.543,"198° 54' 04""","267° 48' 11""",41.835,41.804,0,3.147
MR8_MR9071_1,MR9071,996.555,5049.409,198.453,13:03,,,,,1.543,"176° 00' 40""","269° 59' 43""",49.529,49.529,0,1.547
MR8_MR9071_2,MR9071,996.555,5049.409,198.449,13:03,,,,,1.543,"356° 00' 42""","090° 00' 36""",49.529,49.529,0,1.551
MR8_MR9072_1,MR9072,979.440,5059.025,200.288,13:04,,,,,1.543,"340° 47' 44""","088° 19' 20""",62.530,62.503,0,0.288
MR8_MR9072_2,MR9072,979.441,5059.025,200.293,13:04,,,,,1.543,"160° 47' 46""","271° 40' 56""",62.530,62.503,0,0.293
MR8_MR9073_1,MR9073,959.061,5070.939,202.518,13:04,,,,,1.543,"150° 00' 37""","272° 50' 18""",82.005,81.904,0,2.518
MR8_MR9073_2,MR9073,959.059,5070.938,202.510,13:04,,,,,1.543,"330° 00' 32""","087° 10' 02""",82.005,81.905,0,2.510
MR8_MR9074_1,MR9074,941.919,5079.638,204.496,13:05,,,,,0.000,"323° 53' 48""","087° 23' 18""",98.670,98.568,34,4.496
MR8_MR9074_2,MR9074,941.920,5079.639,204.506,13:05,,,,,0.000,"143° 53' 49""","272° 37' 00""",98.671,98.568,34,4.506
MR8_MR9074_3,MR9074,941.919,5079.638,204.507,13:05,,,,,0.000,"143° 53' 46""","272° 37' 04""",98.671,98.568,34,4.507
MR8_MR9074_4,MR9074,941.919,5079.638,204.498,13:05,,,,,0.000,"323° 53' 46""","087° 23' 16""",98.670,98.568,34,4.498
,MR9,,,,,1000.000,5000.000,0.000,200.000,,,,,,,
MR9_9_1,9,,,,13:12,,,,,0.000,"000° 00' 00""","086° 58' 39""",,,0,
MR9_MR9074_1,MR9074,1117.164,5047.388,181.859,13:13,,,,,0.000,"067° 58' 43""","098° 10' 08""",127.679,126.384,34,18.141
MR9_MR9074_2,MR9074,1117.164,5047.391,181.868,13:13,,,,,0.000,"247° 58' 40""","261° 50' 07""",127.679,126.386,34,18.132
MR9_MR9074_3,MR9074,1117.164,5047.390,181.869,13:13,,,,,0.000,"247° 58' 40""","261° 50' 08""",127.679,126.386,34,18.131
MR9_MR9074_4,MR9074,1117.165,5047.383,181.856,13:13,,,,,0.000,"067° 58' 51""","098° 10' 13""",127.679,126.383,34,18.144
MR9_MR9075_1,MR9075,1097.354,5041.043,182.970,13:14,,,,,0.000,"067° 08' 26""","099° 09' 26""",107.016,105.652,8,17.030
MR9_MR9075_2,MR9075,1097.355,5041.048,182.983,13:14,,,,,0.000,"247° 08' 17""","260° 51' 00""",107.016,105.654,8,17.017
MR9_MR9076_1,MR9076,1080.519,5033.098,184.338,13:14,,,,,0.000,"247° 39' 15""","259° 48' 04""",88.454,87.056,8,15.662
MR9_MR9076_2,MR9076,1080.518,5033.094,184.329,13:14,,,,,0.000,"067° 39' 24""","100° 12' 19""",88.453,87.054,8,15.671
MR9_MR9077_1,MR9077,1061.053,5024.033,185.790,13:15,,,,,0.000,"068° 30' 47""","102° 13' 12""",67.134,65.613,8,14.210
MR9_MR9077_2,MR9077,1061.053,5024.035,185.794,13:15,,,,,0.000,"248° 30' 42""","257° 46' 59""",67.134,65.614,8,14.206
MR9_MR9078_1,MR9078,1044.289,5015.919,187.470,13:15,,,,,0.000,"250° 13' 46""","255° 05' 29""",48.703,47.063,8,12.530
MR9_MR9078_2,MR9078,1044.288,5015.919,187.466,13:15,,,,,0.000,"070° 13' 47""","104° 54' 48""",48.703,47.062,8,12.534
MR9_MR9079_1,MR9079,1025.803,5005.956,189.661,13:15,,,,,0.000,"077° 00' 11""","111° 19' 40""",28.428,26.481,8,10.339
MR9_MR9079_2,MR9079,1025.803,5005.957,189.662,13:15,,,,,0.000,"257° 00' 01""","248° 40' 28""",28.428,26.482,8,10.338
MR9_MR9080_1,MR9080,1010.999,4994.651,191.557,13:16,,,,,0.000,"295° 55' 58""","235° 23' 01""",14.862,12.231,8,8.443
MR9_MR9080_2,MR9080,1010.999,4994.650,191.557,13:16,,,,,0.000,"115° 56' 15""","124° 37' 06""",14.862,12.231,8,8.443
MR9_MR9080_3,MR9080,1010.999,4994.650,191.557,13:16,,,,,0.000,"115° 56' 16""","124° 37' 03""",14.862,12.231,8,8.443
MR9_MR9080_4,MR9080,1011.000,4994.651,191.558,13:16,,,,,0.000,"295° 55' 56""","235° 23' 06""",14.862,12.231,8,8.442
